Hora,Vía,Cantidad de Vehículos
03:21,Salida_Oeste_A,14
03:21,Entrada_Norte_B,7
03:21,Salida_Norte_B,3
03:21,Entrada_Este_B,18
03:21,Salida_Este_B,3
03:21,Entrada_Oeste_C,0
03:21,Salida_Oeste_C,11
03:21,Entrada_Sur_C,0
03:21,Salida_Sur_C,14
03:21,Entrada_Sur_D,10
03:21,Salida_Sur_D,6
03:21,Entrada_Este_D,8
03:21,Salida_Este_D,12
03:21,Via_AE_BO,16
03:21,Via_BO_AE,1
03:21,Via_AS_CN,3
03:21,Via_CN_AS,7
03:21,Via_BS_DN,17
03:21,Via_DN_BS,13
03:21,Via_DO_CE,11
03:21,Via_CE_DO,13
03:22,Entrada_Norte_A,5
03:22,Salida_Norte_A,7
03:22,Entrada_Oeste_A,13
03:22,Salida_Oeste_A,15
03:22,Entrada_Norte_B,18
03:22,Salida_Norte_B,9
03:22,Entrada_Este_B,14
03:22,Salida_Este_B,2
03:22,Entrada_Oeste_C,4
03:22,Salida_Oeste_C,2
03:22,Entrada_Sur_C,0
03:22,Salida_Sur_C,14
03:22,Entrada_Sur_D,1
03:22,Salida_Sur_D,10
03:22,Entrada_Este_D,14
03:22,Salida_Este_D,15
03:22,Via_AE_BO,14
03:22,Via_BO_AE,7
03:22,Via_AS_CN,17
03:22,Via_CN_AS,18
03:22,Via_BS_DN,17
03:22,Via_DN_BS,13
03:22,Via_DO_CE,7
03:22,Via_CE_DO,18
03:23,Entrada_Norte_A,3
03:23,Salida_Norte_A,15
03:23,Entrada_Oeste_A,15
03:23,Salida_Oeste_A,17
03:23,Entrada_Norte_B,9
03:23,Salida_Norte_B,9
03:23,Entrada_Este_B,18
03:23,Salida_Este_B,1
03:23,Entrada_Oeste_C,18
03:23,Salida_Oeste_C,14
03:23,Entrada_Sur_C,1
03:23,Salida_Sur_C,7
03:23,Entrada_Sur_D,18
03:23,Salida_Sur_D,0
03:23,Entrada_Este_D,9
03:23,Salida_Este_D,2
03:23,Via_AE_BO,18
03:23,Via_BO_AE,5
03:23,Via_AS_CN,2
03:23,Via_CN_AS,1
03:23,Via_BS_DN,0
03:23,Via_DN_BS,4
03:23,Via_DO_CE,4
03:23,Via_CE_DO,11
03:24,Entrada_Norte_A,3
03:24,Salida_Norte_A,17
03:24,Entrada_Oeste_A,3
03:24,Salida_Oeste_A,13
03:24,Entrada_Norte_B,8
03:24,Salida_Norte_B,14
03:24,Entrada_Este_B,18
03:24,Salida_Este_B,14
03:24,Entrada_Oeste_C,11
03:24,Salida_Oeste_C,10
03:24,Entrada_Sur_C,15
03:24,Salida_Sur_C,18
03:24,Entrada_Sur_D,5
03:24,Salida_Sur_D,4
03:24,Entrada_Este_D,3
03:24,Salida_Este_D,0
03:24,Via_AE_BO,14
03:24,Via_BO_AE,18
03:24,Via_AS_CN,3
03:24,Via_CN_AS,9
03:24,Via_BS_DN,13
03:24,Via_DN_BS,3
03:24,Via_DO_CE,14
03:24,Via_CE_DO,2
03:25,Entrada_Norte_A,5
03:25,Salida_Norte_A,8
03:25,Entrada_Oeste_A,13
03:25,Salida_Oeste_A,13
03:25,Entrada_Norte_B,2
03:25,Salida_Norte_B,13
03:25,Entrada_Este_B,7
03:25,Salida_Este_B,16
03:25,Entrada_Oeste_C,15
03:25,Salida_Oeste_C,7
03:25,Entrada_Sur_C,4
03:25,Salida_Sur_C,5
03:25,Entrada_Sur_D,14
03:25,Salida_Sur_D,14
03:25,Entrada_Este_D,13
03:25,Salida_Este_D,10
03:25,Via_AE_BO,1
03:25,Via_BO_AE,3
03:25,Via_AS_CN,3
03:25,Via_CN_AS,15
03:25,Via_BS_DN,16
03:25,Via_DN_BS,0
03:25,Via_DO_CE,11
03:25,Via_CE_DO,17
03:26,Entrada_Norte_A,11
03:26,Salida_Norte_A,5
03:26,Entrada_Oeste_A,4
03:26,Salida_Oeste_A,11
03:26,Entrada_Norte_B,3
03:26,Salida_Norte_B,3
03:26,Entrada_Este_B,15
03:26,Salida_Este_B,1
03:26,Entrada_Oeste_C,2
03:26,Salida_Oeste_C,16
03:26,Entrada_Sur_C,7
03:26,Salida_Sur_C,1
03:26,Entrada_Sur_D,6
03:26,Salida_Sur_D,8
03:26,Entrada_Este_D,16
03:26,Salida_Este_D,9
03:26,Via_AE_BO,0
03:26,Via_BO_AE,12
03:26,Via_AS_CN,0
03:26,Via_CN_AS,13
03:26,Via_BS_DN,5
03:26,Via_DN_BS,0
03:26,Via_DO_CE,9
03:26,Via_CE_DO,14
03:27,Entrada_Norte_A,12
03:27,Salida_Norte_A,0
03:27,Entrada_Oeste_A,13
03:27,Salida_Oeste_A,10
03:27,Entrada_Norte_B,5
03:27,Salida_Norte_B,18
03:27,Entrada_Este_B,6
03:27,Salida_Este_B,6
03:27,Entrada_Oeste_C,9
03:27,Salida_Oeste_C,5
03:27,Entrada_Sur_C,12
03:27,Salida_Sur_C,2
03:27,Entrada_Sur_D,12
03:27,Salida_Sur_D,3
03:27,Entrada_Este_D,7
03:27,Salida_Este_D,12
03:27,Via_AE_BO,2
03:27,Via_BO_AE,7
03:27,Via_AS_CN,12
03:27,Via_CN_AS,7
03:27,Via_BS_DN,3
03:27,Via_DN_BS,2
03:27,Via_DO_CE,13
03:27,Via_CE_DO,9
03:28,Entrada_Norte_A,14
03:28,Salida_Norte_A,9
03:28,Entrada_Oeste_A,7
03:28,Salida_Oeste_A,13
03:28,Entrada_Norte_B,5
03:28,Salida_Norte_B,14
03:28,Entrada_Este_B,10
03:28,Salida_Este_B,3
03:28,Entrada_Oeste_C,7
03:28,Salida_Oeste_C,7
03:28,Entrada_Sur_C,9
03:28,Salida_Sur_C,3
03:28,Entrada_Sur_D,2
03:28,Salida_Sur_D,17
03:28,Entrada_Este_D,17
03:28,Salida_Este_D,8
03:28,Via_AE_BO,6
03:28,Via_BO_AE,7
03:28,Via_AS_CN,13
03:28,Via_CN_AS,3
03:28,Via_BS_DN,6
03:28,Via_DN_BS,3
03:28,Via_DO_CE,8
03:28,Via_CE_DO,17
03:29,Entrada_Norte_A,0
03:29,Salida_Norte_A,11
03:29,Entrada_Oeste_A,11
03:29,Salida_Oeste_A,18
03:29,Entrada_Norte_B,18
03:29,Salida_Norte_B,8
03:29,Entrada_Este_B,10
03:29,Salida_Este_B,12
03:29,Entrada_Oeste_C,0
03:29,Salida_Oeste_C,17
03:29,Entrada_Sur_C,18
03:29,Salida_Sur_C,10
03:29,Entrada_Sur_D,9
03:29,Salida_Sur_D,7
03:29,Entrada_Este_D,13
03:29,Salida_Este_D,4
03:29,Via_AE_BO,17
03:29,Via_BO_AE,11
03:29,Via_AS_CN,14
03:29,Via_CN_AS,14
03:29,Via_BS_DN,3
03:29,Via_DN_BS,14
03:29,Via_DO_CE,10
03:29,Via_CE_DO,18
03:30,Entrada_Norte_A,17
03:30,Salida_Norte_A,1
03:30,Entrada_Oeste_A,17
03:30,Salida_Oeste_A,17
03:30,Entrada_Norte_B,5
03:30,Salida_Norte_B,17
03:30,Entrada_Este_B,0
03:30,Salida_Este_B,11
03:30,Entrada_Oeste_C,10
03:30,Salida_Oeste_C,16
03:30,Entrada_Sur_C,0
03:30,Salida_Sur_C,5
03:30,Entrada_Sur_D,11
03:30,Salida_Sur_D,11
03:30,Entrada_Este_D,5
03:30,Salida_Este_D,1
03:30,Via_AE_BO,5
03:30,Via_BO_AE,6
03:30,Via_AS_CN,13
03:30,Via_CN_AS,7
03:30,Via_BS_DN,0
03:30,Via_DN_BS,3
03:30,Via_DO_CE,6
03:30,Via_CE_DO,6
03:31,Entrada_Norte_A,10
03:31,Salida_Norte_A,0
03:31,Entrada_Oeste_A,12
03:31,Salida_Oeste_A,15
03:31,Entrada_Norte_B,8
03:31,Salida_Norte_B,17
03:31,Entrada_Este_B,11
03:31,Salida_Este_B,12
03:31,Entrada_Oeste_C,4
03:31,Salida_Oeste_C,4
03:31,Entrada_Sur_C,2
03:31,Salida_Sur_C,8
03:31,Entrada_Sur_D,2
03:31,Salida_Sur_D,14
03:31,Entrada_Este_D,16
03:31,Salida_Este_D,12
03:31,Via_AE_BO,13
03:31,Via_BO_AE,13
03:31,Via_AS_CN,5
03:31,Via_CN_AS,4
03:31,Via_BS_DN,2
03:31,Via_DN_BS,3
03:31,Via_DO_CE,18
03:31,Via_CE_DO,3
03:32,Entrada_Norte_A,6
03:32,Salida_Norte_A,9
03:32,Entrada_Oeste_A,7
03:32,Salida_Oeste_A,14
03:32,Entrada_Norte_B,15
03:32,Salida_Norte_B,9
03:32,Entrada_Este_B,17
03:32,Salida_Este_B,15
03:32,Entrada_Oeste_C,12
03:32,Salida_Oeste_C,16
03:32,Entrada_Sur_C,13
03:32,Salida_Sur_C,2
03:32,Entrada_Sur_D,4
03:32,Salida_Sur_D,2
03:32,Entrada_Este_D,2
03:32,Salida_Este_D,5
03:32,Via_AE_BO,3
03:32,Via_BO_AE,5
03:32,Via_AS_CN,10
03:32,Via_CN_AS,15
03:32,Via_BS_DN,12
03:32,Via_DN_BS,11
03:32,Via_DO_CE,3
03:32,Via_CE_DO,8
03:33,Entrada_Norte_A,18
03:33,Salida_Norte_A,18
03:33,Entrada_Oeste_A,5
03:33,Salida_Oeste_A,18
03:33,Entrada_Norte_B,9
03:33,Salida_Norte_B,12
03:33,Entrada_Este_B,10
03:33,Salida_Este_B,4
03:33,Entrada_Oeste_C,6
03:33,Salida_Oeste_C,3
03:33,Entrada_Sur_C,4
03:33,Salida_Sur_C,1
03:33,Entrada_Sur_D,8
03:33,Salida_Sur_D,16
03:33,Entrada_Este_D,10
03:33,Salida_Este_D,18
03:33,Via_AE_BO,0
03:33,Via_BO_AE,1
03:33,Via_AS_CN,11
03:33,Via_CN_AS,4
03:33,Via_BS_DN,5
03:33,Via_DN_BS,11
03:33,Via_DO_CE,11
03:33,Via_CE_DO,5
03:34,Entrada_Norte_A,2
03:34,Salida_Norte_A,8
03:34,Entrada_Oeste_A,10
03:34,Salida_Oeste_A,13
03:34,Entrada_Norte_B,11
03:34,Salida_Norte_B,15
03:34,Entrada_Este_B,4
03:34,Salida_Este_B,12
03:34,Entrada_Oeste_C,10
03:34,Salida_Oeste_C,0
03:34,Entrada_Sur_C,0
03:34,Salida_Sur_C,11
03:34,Entrada_Sur_D,16
03:34,Salida_Sur_D,11
03:34,Entrada_Este_D,3
03:34,Salida_Este_D,3
03:34,Via_AE_BO,8
03:34,Via_BO_AE,6
03:34,Via_AS_CN,1
03:34,Via_CN_AS,17
03:34,Via_BS_DN,10
03:34,Via_DN_BS,6
03:34,Via_DO_CE,9
03:34,Via_CE_DO,13
03:35,Entrada_Norte_A,13
03:35,Salida_Norte_A,18
03:35,Entrada_Oeste_A,0
03:35,Salida_Oeste_A,6
03:35,Entrada_Norte_B,1
03:35,Salida_Norte_B,18
03:35,Entrada_Este_B,8
03:35,Salida_Este_B,1
03:35,Entrada_Oeste_C,11
03:35,Salida_Oeste_C,4
03:35,Entrada_Sur_C,8
03:35,Salida_Sur_C,15
03:35,Entrada_Sur_D,17
03:35,Salida_Sur_D,17
03:35,Entrada_Este_D,7
03:35,Salida_Este_D,10
03:35,Via_AE_BO,16
03:35,Via_BO_AE,4
03:35,Via_AS_CN,1
03:35,Via_CN_AS,18
03:35,Via_BS_DN,0
03:35,Via_DN_BS,18
03:35,Via_DO_CE,4
03:35,Via_CE_DO,9
03:36,Entrada_Norte_A,2
03:36,Salida_Norte_A,15
03:36,Entrada_Oeste_A,3
03:36,Salida_Oeste_A,11
03:36,Entrada_Norte_B,1
03:36,Salida_Norte_B,7
03:36,Entrada_Este_B,1
03:36,Salida_Este_B,1
03:36,Entrada_Oeste_C,17
03:36,Salida_Oeste_C,12
03:36,Entrada_Sur_C,9
03:36,Salida_Sur_C,0
03:36,Entrada_Sur_D,2
03:36,Salida_Sur_D,0
03:36,Entrada_Este_D,13
03:36,Salida_Este_D,14
03:36,Via_AE_BO,10
03:36,Via_BO_AE,1
03:36,Via_AS_CN,16
03:36,Via_CN_AS,11
03:36,Via_BS_DN,6
03:36,Via_DN_BS,5
03:36,Via_DO_CE,15
03:36,Via_CE_DO,16
03:37,Entrada_Norte_A,16
03:37,Salida_Norte_A,2
03:37,Entrada_Oeste_A,6
03:37,Salida_Oeste_A,15
03:37,Entrada_Norte_B,12
03:37,Salida_Norte_B,5
03:37,Entrada_Este_B,2
03:37,Salida_Este_B,4
03:37,Entrada_Oeste_C,8
03:37,Salida_Oeste_C,14
03:37,Entrada_Sur_C,18
03:37,Salida_Sur_C,17
03:37,Entrada_Sur_D,5
03:37,Salida_Sur_D,4
03:37,Entrada_Este_D,4
03:37,Salida_Este_D,5
03:37,Via_AE_BO,14
03:37,Via_BO_AE,16
03:37,Via_AS_CN,10
03:37,Via_CN_AS,8
03:37,Via_BS_DN,2
03:37,Via_DN_BS,9
03:37,Via_DO_CE,17
03:37,Via_CE_DO,17
03:38,Entrada_Norte_A,13
03:38,Salida_Norte_A,8
03:38,Entrada_Oeste_A,2
03:38,Salida_Oeste_A,12
03:38,Entrada_Norte_B,18
03:38,Salida_Norte_B,7
03:38,Entrada_Este_B,16
03:38,Salida_Este_B,1
03:38,Entrada_Oeste_C,15
03:38,Salida_Oeste_C,12
03:38,Entrada_Sur_C,5
03:38,Salida_Sur_C,13
03:38,Entrada_Sur_D,16
03:38,Salida_Sur_D,8
03:38,Entrada_Este_D,11
03:38,Salida_Este_D,15
03:38,Via_AE_BO,6
03:38,Via_BO_AE,4
03:38,Via_AS_CN,1
03:38,Via_CN_AS,2
03:38,Via_BS_DN,18
03:38,Via_DN_BS,6
03:38,Via_DO_CE,13
03:38,Via_CE_DO,15
03:39,Entrada_Norte_A,7
03:39,Salida_Norte_A,5
03:39,Entrada_Oeste_A,17
03:39,Salida_Oeste_A,18
03:39,Entrada_Norte_B,14
03:39,Salida_Norte_B,10
03:39,Entrada_Este_B,5
03:39,Salida_Este_B,18
03:39,Entrada_Oeste_C,3
03:39,Salida_Oeste_C,10
03:39,Entrada_Sur_C,2
03:39,Salida_Sur_C,12
03:39,Entrada_Sur_D,11
03:39,Salida_Sur_D,16
03:39,Entrada_Este_D,3
03:39,Salida_Este_D,0
03:39,Via_AE_BO,17
03:39,Via_BO_AE,15
03:39,Via_AS_CN,16
03:39,Via_CN_AS,11
03:39,Via_BS_DN,16
03:39,Via_DN_BS,15
03:39,Via_DO_CE,18
03:39,Via_CE_DO,15
03:40,Entrada_Norte_A,8
03:40,Salida_Norte_A,2
03:40,Entrada_Oeste_A,0
03:40,Salida_Oeste_A,0
03:40,Entrada_Norte_B,8
03:40,Salida_Norte_B,13
03:40,Entrada_Este_B,2
03:40,Salida_Este_B,14
03:40,Entrada_Oeste_C,2
03:40,Salida_Oeste_C,14
03:40,Entrada_Sur_C,13
03:40,Salida_Sur_C,4
03:40,Entrada_Sur_D,0
03:40,Salida_Sur_D,9
03:40,Entrada_Este_D,4
03:40,Salida_Este_D,3
03:40,Via_AE_BO,15
03:40,Via_BO_AE,16
03:40,Via_AS_CN,17
03:40,Via_CN_AS,6
03:40,Via_BS_DN,1
03:40,Via_DN_BS,9
03:40,Via_DO_CE,5
03:40,Via_CE_DO,14
03:41,Entrada_Norte_A,8
03:41,Salida_Norte_A,13
03:41,Entrada_Oeste_A,7
03:41,Salida_Oeste_A,5
03:41,Entrada_Norte_B,14
03:41,Salida_Norte_B,0
03:41,Entrada_Este_B,9
03:41,Salida_Este_B,15
03:41,Entrada_Oeste_C,2
03:41,Salida_Oeste_C,15
03:41,Entrada_Sur_C,0
03:41,Salida_Sur_C,17
03:41,Entrada_Sur_D,8
03:41,Salida_Sur_D,16
03:41,Entrada_Este_D,7
03:41,Salida_Este_D,18
03:41,Via_AE_BO,13
03:41,Via_BO_AE,15
03:41,Via_AS_CN,1
03:41,Via_CN_AS,3
03:41,Via_BS_DN,7
03:41,Via_DN_BS,7
03:41,Via_DO_CE,8
03:41,Via_CE_DO,2
03:42,Entrada_Norte_A,6
03:42,Salida_Norte_A,2
03:42,Entrada_Oeste_A,4
03:42,Salida_Oeste_A,9
03:42,Entrada_Norte_B,5
03:42,Salida_Norte_B,9
03:42,Entrada_Este_B,12
03:42,Salida_Este_B,10
03:42,Entrada_Oeste_C,13
03:42,Salida_Oeste_C,13
03:42,Entrada_Sur_C,10
03:42,Salida_Sur_C,4
03:42,Entrada_Sur_D,15
03:42,Salida_Sur_D,6
03:42,Entrada_Este_D,18
03:42,Salida_Este_D,4
03:42,Via_AE_BO,4
03:42,Via_BO_AE,2
03:42,Via_AS_CN,2
03:42,Via_CN_AS,7
03:42,Via_BS_DN,7
03:42,Via_DN_BS,16
03:42,Via_DO_CE,8
03:42,Via_CE_DO,6
03:43,Entrada_Norte_A,11
03:43,Salida_Norte_A,6
03:43,Entrada_Oeste_A,6
03:43,Salida_Oeste_A,17
03:43,Entrada_Norte_B,14
03:43,Salida_Norte_B,14
03:43,Entrada_Este_B,11
03:43,Salida_Este_B,17
03:43,Entrada_Oeste_C,12
03:43,Salida_Oeste_C,7
03:43,Entrada_Sur_C,17
03:43,Salida_Sur_C,9
03:43,Entrada_Sur_D,3
03:43,Salida_Sur_D,7
03:43,Entrada_Este_D,13
03:43,Salida_Este_D,5
03:43,Via_AE_BO,4
03:43,Via_BO_AE,18
03:43,Via_AS_CN,16
03:43,Via_CN_AS,17
03:43,Via_BS_DN,13
03:43,Via_DN_BS,15
03:43,Via_DO_CE,4
03:43,Via_CE_DO,12
03:44,Entrada_Norte_A,9
03:44,Salida_Norte_A,3
03:44,Entrada_Oeste_A,5
03:44,Salida_Oeste_A,14
03:44,Entrada_Norte_B,8
03:44,Salida_Norte_B,8
03:44,Entrada_Este_B,4
03:44,Salida_Este_B,8
03:44,Entrada_Oeste_C,15
03:44,Salida_Oeste_C,13
03:44,Entrada_Sur_C,12
03:44,Salida_Sur_C,13
03:44,Entrada_Sur_D,18
03:44,Salida_Sur_D,13
03:44,Entrada_Este_D,4
03:44,Salida_Este_D,9
03:44,Via_AE_BO,2
03:44,Via_BO_AE,16
03:44,Via_AS_CN,1
03:44,Via_CN_AS,0
03:44,Via_BS_DN,5
03:44,Via_DN_BS,16
03:44,Via_DO_CE,14
03:44,Via_CE_DO,10
03:45,Entrada_Norte_A,16
03:45,Salida_Norte_A,15
03:45,Entrada_Oeste_A,17
03:45,Salida_Oeste_A,12
03:45,Entrada_Norte_B,5
03:45,Salida_Norte_B,14
03:45,Entrada_Este_B,1
03:45,Salida_Este_B,17
03:45,Entrada_Oeste_C,0
03:45,Salida_Oeste_C,3
03:45,Entrada_Sur_C,1
03:45,Salida_Sur_C,10
03:45,Entrada_Sur_D,2
03:45,Salida_Sur_D,18
03:45,Entrada_Este_D,2
03:45,Salida_Este_D,13
03:45,Via_AE_BO,13
03:45,Via_BO_AE,17
03:45,Via_AS_CN,6
03:45,Via_CN_AS,0
03:45,Via_BS_DN,11
03:45,Via_DN_BS,18
03:45,Via_DO_CE,16
03:45,Via_CE_DO,7
03:46,Entrada_Norte_A,15
03:46,Salida_Norte_A,6
03:46,Entrada_Oeste_A,13
03:46,Salida_Oeste_A,0
03:46,Entrada_Norte_B,16
03:46,Salida_Norte_B,9
03:46,Entrada_Este_B,0
03:46,Salida_Este_B,4
03:46,Entrada_Oeste_C,0
03:46,Salida_Oeste_C,15
03:46,Entrada_Sur_C,15
03:46,Salida_Sur_C,18
03:46,Entrada_Sur_D,12
03:46,Salida_Sur_D,0
03:46,Entrada_Este_D,1
03:46,Salida_Este_D,14
03:46,Via_AE_BO,17
03:46,Via_BO_AE,13
03:46,Via_AS_CN,8
03:46,Via_CN_AS,2
03:46,Via_BS_DN,5
03:46,Via_DN_BS,4
03:46,Via_DO_CE,16
03:46,Via_CE_DO,11
03:47,Entrada_Norte_A,7
03:47,Salida_Norte_A,2
03:47,Entrada_Oeste_A,14
03:47,Salida_Oeste_A,8
03:47,Entrada_Norte_B,15
03:47,Salida_Norte_B,17
03:47,Entrada_Este_B,4
03:47,Salida_Este_B,7
03:47,Entrada_Oeste_C,0
03:47,Salida_Oeste_C,7
03:47,Entrada_Sur_C,1
03:47,Salida_Sur_C,17
03:47,Entrada_Sur_D,5
03:47,Salida_Sur_D,7
03:47,Entrada_Este_D,5
03:47,Salida_Este_D,3
03:47,Via_AE_BO,12
03:47,Via_BO_AE,9
03:47,Via_AS_CN,4
03:47,Via_CN_AS,15
03:47,Via_BS_DN,16
03:47,Via_DN_BS,3
03:47,Via_DO_CE,17
03:47,Via_CE_DO,4
03:48,Entrada_Norte_A,16
03:48,Salida_Norte_A,7
03:48,Entrada_Oeste_A,4
03:48,Salida_Oeste_A,4
03:48,Entrada_Norte_B,0
03:48,Salida_Norte_B,4
03:48,Entrada_Este_B,16
03:48,Salida_Este_B,18
03:48,Entrada_Oeste_C,13
03:48,Salida_Oeste_C,1
03:48,Entrada_Sur_C,8
03:48,Salida_Sur_C,13
03:48,Entrada_Sur_D,12
03:48,Salida_Sur_D,5
03:48,Entrada_Este_D,16
03:48,Salida_Este_D,5
03:48,Via_AE_BO,0
03:48,Via_BO_AE,11
03:48,Via_AS_CN,12
03:48,Via_CN_AS,11
03:48,Via_BS_DN,6
03:48,Via_DN_BS,6
03:48,Via_DO_CE,14
03:48,Via_CE_DO,3
03:49,Entrada_Norte_A,18
03:49,Salida_Norte_A,7
03:49,Entrada_Oeste_A,6
03:49,Salida_Oeste_A,7
03:49,Entrada_Norte_B,7
03:49,Salida_Norte_B,16
03:49,Entrada_Este_B,1
03:49,Salida_Este_B,11
03:49,Entrada_Oeste_C,16
03:49,Salida_Oeste_C,4
03:49,Entrada_Sur_C,5
03:49,Salida_Sur_C,6
03:49,Entrada_Sur_D,0
03:49,Salida_Sur_D,15
03:49,Entrada_Este_D,18
03:49,Salida_Este_D,8
03:49,Via_AE_BO,12
03:49,Via_BO_AE,10
03:49,Via_AS_CN,1
03:49,Via_CN_AS,18
03:49,Via_BS_DN,7
03:49,Via_DN_BS,7
03:49,Via_DO_CE,6
03:49,Via_CE_DO,16
03:50,Entrada_Norte_A,8
03:50,Salida_Norte_A,8
03:50,Entrada_Oeste_A,18
03:50,Salida_Oeste_A,9
03:50,Entrada_Norte_B,13
03:50,Salida_Norte_B,12
03:50,Entrada_Este_B,10
03:50,Salida_Este_B,4
03:50,Entrada_Oeste_C,1
03:50,Salida_Oeste_C,5
03:50,Entrada_Sur_C,17
03:50,Salida_Sur_C,8
03:50,Entrada_Sur_D,8
03:50,Salida_Sur_D,0
03:50,Entrada_Este_D,15
03:50,Salida_Este_D,1
03:50,Via_AE_BO,12
03:50,Via_BO_AE,0
03:50,Via_AS_CN,9
03:50,Via_CN_AS,7
03:50,Via_BS_DN,14
03:50,Via_DN_BS,12
03:50,Via_DO_CE,17
03:50,Via_CE_DO,15
03:51,Entrada_Norte_A,3
03:51,Salida_Norte_A,10
03:51,Entrada_Oeste_A,15
03:51,Salida_Oeste_A,5
03:51,Entrada_Norte_B,9
03:51,Salida_Norte_B,16
03:51,Entrada_Este_B,6
03:51,Salida_Este_B,4
03:51,Entrada_Oeste_C,12
03:51,Salida_Oeste_C,2
03:51,Entrada_Sur_C,9
03:51,Salida_Sur_C,15
03:51,Entrada_Sur_D,5
03:51,Salida_Sur_D,17
03:51,Entrada_Este_D,14
03:51,Salida_Este_D,7
03:51,Via_AE_BO,13
03:51,Via_BO_AE,6
03:51,Via_AS_CN,11
03:51,Via_CN_AS,1
03:51,Via_BS_DN,18
03:51,Via_DN_BS,10
03:51,Via_DO_CE,10
03:51,Via_CE_DO,10
03:52,Entrada_Norte_A,2
03:52,Salida_Norte_A,5
03:52,Entrada_Oeste_A,0
03:52,Salida_Oeste_A,18
03:52,Entrada_Norte_B,3
03:52,Salida_Norte_B,4
03:52,Entrada_Este_B,16
03:52,Salida_Este_B,12
03:52,Entrada_Oeste_C,9
03:52,Salida_Oeste_C,4
03:52,Entrada_Sur_C,11
03:52,Salida_Sur_C,10
03:52,Entrada_Sur_D,8
03:52,Salida_Sur_D,14
03:52,Entrada_Este_D,3
03:52,Salida_Este_D,12
03:52,Via_AE_BO,14
03:52,Via_BO_AE,5
03:52,Via_AS_CN,11
03:52,Via_CN_AS,18
03:52,Via_BS_DN,7
03:52,Via_DN_BS,3
03:52,Via_DO_CE,2
03:52,Via_CE_DO,6
03:53,Entrada_Norte_A,0
03:53,Salida_Norte_A,10
03:53,Entrada_Oeste_A,0
03:53,Salida_Oeste_A,8
03:53,Entrada_Norte_B,18
03:53,Salida_Norte_B,5
03:53,Entrada_Este_B,5
03:53,Salida_Este_B,17
03:53,Entrada_Oeste_C,10
03:53,Salida_Oeste_C,8
03:53,Entrada_Sur_C,10
03:53,Salida_Sur_C,5
03:53,Entrada_Sur_D,14
03:53,Salida_Sur_D,15
03:53,Entrada_Este_D,13
03:53,Salida_Este_D,4
03:53,Via_AE_BO,9
03:53,Via_BO_AE,0
03:53,Via_AS_CN,0
03:53,Via_CN_AS,5
03:53,Via_BS_DN,0
03:53,Via_DN_BS,7
03:53,Via_DO_CE,0
03:53,Via_CE_DO,7
03:54,Entrada_Norte_A,15
03:54,Salida_Norte_A,16
03:54,Entrada_Oeste_A,16
03:54,Salida_Oeste_A,12
03:54,Entrada_Norte_B,7
03:54,Salida_Norte_B,10
03:54,Entrada_Este_B,9
03:54,Salida_Este_B,10
03:54,Entrada_Oeste_C,16
03:54,Salida_Oeste_C,10
03:54,Entrada_Sur_C,11
03:54,Salida_Sur_C,18
03:54,Entrada_Sur_D,16
03:54,Salida_Sur_D,15
03:54,Entrada_Este_D,18
03:54,Salida_Este_D,1
03:54,Via_AE_BO,13
03:54,Via_BO_AE,7
03:54,Via_AS_CN,18
03:54,Via_CN_AS,4
03:54,Via_BS_DN,2
03:54,Via_DN_BS,1
03:54,Via_DO_CE,2
03:54,Via_CE_DO,5
03:55,Entrada_Norte_A,9
03:55,Salida_Norte_A,8
03:55,Entrada_Oeste_A,1
03:55,Salida_Oeste_A,7
03:55,Entrada_Norte_B,4
03:55,Salida_Norte_B,5
03:55,Entrada_Este_B,16
03:55,Salida_Este_B,1
03:55,Entrada_Oeste_C,13
03:55,Salida_Oeste_C,10
03:55,Entrada_Sur_C,5
03:55,Salida_Sur_C,5
03:55,Entrada_Sur_D,16
03:55,Salida_Sur_D,12
03:55,Entrada_Este_D,9
03:55,Salida_Este_D,15
03:55,Via_AE_BO,4
03:55,Via_BO_AE,6
03:55,Via_AS_CN,18
03:55,Via_CN_AS,12
03:55,Via_BS_DN,8
03:55,Via_DN_BS,4
03:55,Via_DO_CE,7
03:55,Via_CE_DO,11
03:56,Entrada_Norte_A,2
03:56,Salida_Norte_A,5
03:56,Entrada_Oeste_A,16
03:56,Salida_Oeste_A,8
03:56,Entrada_Norte_B,10
03:56,Salida_Norte_B,0
03:56,Entrada_Este_B,12
03:56,Salida_Este_B,9
03:56,Entrada_Oeste_C,4
03:56,Salida_Oeste_C,3
03:56,Entrada_Sur_C,5
03:56,Salida_Sur_C,3
03:56,Entrada_Sur_D,14
03:56,Salida_Sur_D,9
03:56,Entrada_Este_D,4
03:56,Salida_Este_D,17
03:56,Via_AE_BO,4
03:56,Via_BO_AE,16
03:56,Via_AS_CN,16
03:56,Via_CN_AS,11
03:56,Via_BS_DN,14
03:56,Via_DN_BS,14
03:56,Via_DO_CE,7
03:56,Via_CE_DO,16
03:57,Entrada_Norte_A,5
03:57,Salida_Norte_A,6
03:57,Entrada_Oeste_A,2
03:57,Salida_Oeste_A,10
03:57,Entrada_Norte_B,1
03:57,Salida_Norte_B,16
03:57,Entrada_Este_B,5
03:57,Salida_Este_B,12
03:57,Entrada_Oeste_C,17
03:57,Salida_Oeste_C,10
03:57,Entrada_Sur_C,14
03:57,Salida_Sur_C,3
